gene	SRR20648572	SRR20648573	SRR20648574	SRR20648575	SRR20648576	SRR20648577	SRR20648578	SRR20648579
ENSG00000143190	11.330960203219163	11.266671966021526	10.804449037228473	11.130885460732763	12.381022083916294	12.366328025217708	11.12703271752261	10.712662730690921
ENSG00000143195	4.9050475571603265	5.294343830002261	5.846247367604183	5.802466482041647	5.2051954199791775	4.945939241629342	6.6240028021863475	6.866490239906166
ENSG00000143198	10.164968248431201	10.172720728971253	10.632620951592116	10.639679559800584	9.492651297662361	9.519333744686046	10.516636105705615	10.326505712775056
ENSG00000143199	2.8866862607683226	2.6239585961779044	2.610881488007148	3.094670463616217	2.7355721155082593	3.498181199534863	3.2860753439494483	2.9825080922123615
ENSG00000143207	10.312922257357826	10.36918468489812	10.43935636858867	10.552594121550824	11.364227771173905	10.506953457462146	10.429638409937102	10.44539809809496
ENSG00000143217	1.9219144989347916	3.2882573111128117	2.8874266771220665	3.5402858155090633	1.9219144989347916	3.3026217371796864	3.434336028203941	3.549227241847885
ENSG00000143222	9.914605039737724	9.935814634104359	10.21933806447263	10.267985730809656	9.574549857224019	9.438608215724384	9.985136456122534	10.004292835634205
ENSG00000143224	7.388273169365263	7.680735328021146	8.202837726181796	8.217156146437539	5.763993590985171	6.224463944615489	8.167486715320301	8.01782277509034
ENSG00000143226	5.909269510017141	5.894819839708286	5.754645302084844	5.409583661558422	5.828545745346852	5.309696873559602	5.147532071029646	5.902364180503606
ENSG00000143228	10.118936040231103	9.93850811639284	9.206021449714218	9.295123953698706	12.155005588986421	11.714556680963335	9.437511739487688	9.248696173787687
ENSG00000143248	5.067380321253408	5.151527608930147	5.069209930285501	5.409583661558422	5.15541434548246	5.16512430869395	5.9557635409686664	5.822365352058971
ENSG00000143252	11.040644035999474	10.936988759773088	11.07096200525064	11.03412558089941	10.888820561037415	10.476949800498453	10.848893537773705	10.976147841945888
ENSG00000143256	9.25032760542821	8.90065443077723	8.868160927796453	8.753572703762453	8.285284399773472	8.4071908290128	8.626233552358597	8.7063056772159
ENSG00000143257	4.325697004871808	3.983898420842019	4.18909381090036	4.035703981635944	3.80494216551769	4.452714111996722	4.293850824838042	3.812806579956583
ENSG00000143258	9.241970972720141	9.3196756931185	9.221003953842786	9.36043822508879	8.395445406087891	9.051013893462473	9.20759154045592	9.061855492766435
ENSG00000143278	2.61034376157401	3.1155831807986503	1.9219144989347916	2.88790240015834	4.263532157810807	4.452714111996722	3.113645914726882	2.680113950725503
ENSG00000143294	10.775633154481948	10.704375935672386	10.70671817811465	10.630080625099547	9.862311501314739	10.321019115026507	10.729981509236325	10.61062998659804
ENSG00000143297	4.565553856986093	5.151527608930147	4.567216344714128	4.512132074555972	6.966162245716656	6.405651166531841	4.488180230940623	4.717471271713692
ENSG00000143303	8.147894398850777	8.158510491130231	7.964168030007906	8.078147540540959	6.497240420474298	7.33076451735175	7.987337301702454	7.880300290415506
ENSG00000143314	8.884812657651503	8.689823583445113	8.64510177402126	8.374921922538107	8.250525741539818	8.319728992161005	8.375945429791479	8.288802236041713
ENSG00000143315	9.50550495177475	9.647279955833685	10.063014931751706	10.111226016817144	10.604558774218694	10.631343794252563	10.363263877603401	10.017768356714452
ENSG00000143319	10.52751542130466	10.354133034627491	10.599427733425095	10.630080625099547	9.817503608173421	9.737498841096563	10.45047482559674	10.32530201833643
ENSG00000143320	4.769589418121411	5.1134461188594935	4.114208467880133	4.453570820675378	3.6587204974948206	3.665197413784903	4.856536667059413	4.030129659118656
ENSG00000143321	12.627769617089724	12.419505613828319	12.213259830890053	12.147637543491232	12.019228231780495	12.141322962269172	12.133987554086557	11.821648628236506
ENSG00000143322	11.256690187038807	11.234156323756203	11.153043803594612	11.23745293221682	11.960856299371605	11.571044259937038	11.075530129026866	11.190953285602035
ENSG00000143324	11.379383734143692	11.31047702045269	11.300375159555475	11.396414972588113	12.196298622742553	12.100909461069689	11.413187791346674	11.283109678327746
ENSG00000143333	5.14201436691666	4.7142135388365345	4.906827899387486	4.3923715490499875	4.163109433607646	4.365193919385862	4.36178261242261	4.300148967591205
ENSG00000143337	11.110585828055497	10.893925446322845	10.747199953864671	10.940149783582998	12.324359816828174	12.191838159101055	11.30033347587197	10.986083989242555
ENSG00000143340	2.8866862607683226	2.6239585961779044	3.094102428390186	3.094670463616217	2.7355721155082593	2.7388786571413646	3.5653018898352866	2.680113950725503
ENSG00000143341	13.0234041433978	13.089607658890703	13.450393087833913	13.53039668738715	13.167650036209537	12.695394231472592	13.325044717929677	13.142533619907466
ENSG00000143344	6.896418281302385	6.756368580459285	7.238800627657943	7.549616859732167	6.717128129184388	6.447589642956374	7.726555486379746	7.749966007531153
ENSG00000143353	9.608228232592333	9.466870049844669	9.549070082047926	9.796342312617286	11.647982555883853	11.685881090707218	9.952310060067502	9.700693415608901
ENSG00000143355	6.3129273764745655	6.587930234867899	5.248923921324393	6.182314559358	6.966162245716656	7.934421389418376	6.6240028021863475	5.616195385261323
ENSG00000143363	8.919287278943376	9.05508136233989	9.082552047021032	9.211773348080676	9.092479224771047	8.628059519458459	9.113332527988554	8.956945883681682
ENSG00000143365	2.8866862607683226	2.905424097567999	3.094102428390186	2.88790240015834	1.9219144989347916	1.9219144989347916	2.9038003422545713	2.9825080922123615
ENSG00000143367	7.286254854926346	6.918111340930489	7.304615733773703	7.501273733105202	6.951797975673325	6.977469966988952	7.12635611095555	7.447538251870076
ENSG00000143368	10.352272895105568	10.054787170814999	9.929967508056112	9.779073959064698	9.96234587631365	10.033872855269246	9.789386453399393	9.659257849541069
ENSG00000143369	9.461196623426009	9.077249719797328	8.519143682083463	8.492607594593492	7.987538123029192	8.479597557181494	7.649987427490385	7.99982430443488
ENSG00000143373	10.499747003584694	10.385068553386105	10.736068483886697	10.632486352942408	9.165812038491179	10.09111337248218	10.685134390132045	10.545963245017113
ENSG00000143374	9.944524453346158	10.00297478598041	9.83994367622276	9.959806089026534	8.661075347854295	9.299816702979784	9.815905312461409	9.640022745067172
ENSG00000143375	8.247278786798617	7.950040985452226	7.541393902340559	7.353483796634892	6.139364104968771	6.384213827328036	7.461214941251107	7.429718423935168
ENSG00000143376	11.375091565970381	11.416193520119068	11.120312748189836	11.340616068595455	11.686952703584634	11.237689604404723	11.06205431364338	10.907830234043663
ENSG00000143379	10.092455144252275	9.975698182387436	9.933869950609617	9.946977067809867	9.858469940122573	9.83730910520562	9.799757346272653	9.783666524665826
ENSG00000143382	4.9050475571603265	4.429922728330056	4.990368256960217	4.622226458980745	3.492211908856936	3.9430179650889903	4.293850824838042	5.084385102348781
ENSG00000143384	12.116709525105305	12.05050197108712	12.039737978055	12.236771625887961	13.530171757732361	13.408321070198427	12.245489271962903	11.841150134982527
ENSG00000143387	6.842109551693124	7.013247594403553	6.981425793305088	6.972713729845399	7.717482089726714	7.787296401508739	6.311903779675847	6.853174512216437
ENSG00000143390	10.745653613218137	10.712267026934558	11.146892984706245	11.170052283935508	10.129463914861876	10.025260248580233	11.143411894762563	10.857923771144158
ENSG00000143393	11.029156120107116	10.855249966275577	11.324357410349823	11.217828329036267	10.039019517140991	10.399091595558858	11.300855095832953	11.296684796979653
ENSG00000143398	11.937492925098903	11.779432167721097	11.910707589221913	11.917120472945399	11.95232125976071	11.551983290569517	11.829756326551145	11.778761868303713
ENSG00000143401	12.781803475737185	12.634294232878613	12.010164129909377	12.391076369058794	14.495489365365806	14.529284401757273	12.888318253189736	11.705711403132856
ENSG00000143409	8.243097191676286	8.37283987780889	8.85724242735542	8.785632524270069	6.892863596420894	7.385654569715329	9.042735477947142	9.207475875376877
ENSG00000143412	3.4091957371070576	2.905424097567999	2.610881488007148	3.5402858155090633	3.058304564007137	2.7388786571413646	3.2860753439494483	3.3914637096138516
ENSG00000143416	8.324508866675039	8.348739896113289	8.851752028576565	8.948968738177616	6.061058586070096	6.728307774747992	8.925853654492007	8.342152979566954
ENSG00000143418	12.641137027264552	12.521829765588016	12.550751936654859	12.629127313711122	11.959960248270912	11.960701165567308	12.54070910368083	12.501042416995798
ENSG00000143420	11.260314913937028	11.130200574635378	11.186684986091455	11.152838016131088	11.05076016273558	10.567525975302985	11.06942035822105	11.120533064909683
ENSG00000143429	5.7045588669675125	5.778844430291394	6.249564071258575	6.110287331980571	5.511862564447666	5.39847866366382	6.078059238560223	5.928066479093501
ENSG00000143434	7.211142616028732	7.149775077402291	7.869520759455255	7.602951061665905	5.5507286145754895	6.017051947458363	7.490789571061958	7.516692933269305
ENSG00000143436	10.566518795270218	10.46383687772171	10.233127849476483	10.15762011970242	10.035621347439973	9.709817150386861	9.928203819663192	9.847107204301812
ENSG00000143437	10.063109312729317	10.127405998296103	10.161712919014814	10.18519397563857	10.356152584870014	9.847116084926542	9.989025897658	9.987649962304904
ENSG00000143442	11.970743508381561	11.927099367602349	11.833082642023246	11.905563232435595	12.162035293418574	12.181798132401148	11.630865168914367	11.555714769075554
ENSG00000143443	6.069502865021488	6.265707333375846	6.346653549727835	5.954374341477266	5.253281660250616	5.354782418894907	6.018215755669803	6.246528585816658
ENSG00000143450	5.576720192907227	5.598825755664869	5.706543566397808	5.632472628104186	4.746568012759509	5.1134461188594935	5.3885992931322475	5.678200817912177
ENSG00000143457	9.347004265694949	9.534303264509044	9.701825477677408	9.973787482356707	10.890702609756094	10.785155093275707	9.823185967807962	9.76247720640363
ENSG00000143458	7.028722298975091	7.102486919961554	7.152064866923939	7.214724360382546	6.750717526245206	6.991699076199442	6.637300609830481	6.993283273487288
ENSG00000143469	10.12689990451385	10.125043350864187	10.074844492900029	10.41496977119946	11.780768734738881	12.041931538577245	10.7869436447682	10.364503057303901
ENSG00000143473	5.844235759623359	6.139949432436227	5.214765295164933	5.108214325260156	5.6963862464128034	5.354782418894907	5.070357998107489	3.9260999607699425
ENSG00000143476	11.609943122510709	11.402602640598364	11.159724014407665	11.365896590106981	12.343724588340464	11.969257654197168	11.351583717454874	11.157526131474057
ENSG00000143479	8.846740925338526	8.965479216618432	9.061302375647083	9.319218131640223	9.12162023081552	8.815565357501002	9.249268180957905	9.217891896429494
ENSG00000143486	9.305503065813182	9.398087749275486	9.108105837648223	9.21605726134908	8.746703077601408	8.762656947225025	9.062558119673874	8.890130960058082
ENSG00000143493	11.096750259138517	10.966979822019706	10.919128801134853	10.994152023392607	11.705248172973999	11.159565443382354	10.851744302433087	10.798442460694394
ENSG00000143494	8.359696585901867	8.012741046246147	8.326750770526358	8.604682571385306	9.758947704934068	10.014856787569746	9.062558119673874	8.32779739091321
ENSG00000143498	8.320545596518931	8.439014307749696	7.9017650617348405	8.169349443780385	9.94976311409527	9.558063410168712	7.992514085686826	8.076245275349414
ENSG00000143499	10.397178803481996	10.281737865494131	10.14721980614479	10.120396447730695	10.54724613928199	10.16354072296265	10.03865694717545	10.06756931293455
ENSG00000143507	7.638066516363662	7.634957774045599	7.021130858130585	7.515252283128006	7.937422271440977	8.273925257094303	7.368665763888044	6.93128191868921
ENSG00000143512	4.033350322739282	3.793266502346861	3.9501706616271615	3.7627410016284024	2.7355721155082593	2.7388786571413646	3.7904428332938234	4.300148967591205
ENSG00000143514	11.784433258173951	11.634558744960556	11.832037487458145	11.80250871924358	11.781276079785092	11.662745174018283	11.819599783862198	11.799281277847948
ENSG00000143515	10.561490801478541	10.629678115924841	10.605964709712378	10.750145216799854	9.217714895711405	9.817492849860784	10.656074324149065	10.42868144560805
ENSG00000143520	2.8866862607683226	3.1155831807986503	3.094102428390186	2.6112269923567433	1.9219144989347916	3.498181199534863	1.9219144989347916	2.9825080922123615
ENSG00000143537	11.250455102741157	11.073128467845986	11.52265293450443	11.399243247517314	9.18434467362443	10.072841739900978	11.488386820867754	11.556740843222157
ENSG00000143543	10.902996108550218	10.845954975476241	10.880558665235107	11.01642792563185	9.927934001286317	10.042434350025749	10.930035584455633	10.717258590198119
ENSG00000143545	9.815311907235818	9.692659479368361	9.863322823813194	9.737958650003005	8.811723976783664	8.733343031924374	9.657118068820411	9.731916037238621
ENSG00000143549	13.465811371022808	13.321375669852907	13.17563306105053	13.129784552127763	13.448039120549717	13.117196970693143	12.961239827808768	12.701526101939745
ENSG00000143552	3.2630581307408306	3.436718378096449	3.8595591836576544	3.094670463616217	4.263532157810807	4.061963091744883	3.889232562569769	3.3914637096138516
ENSG00000143553	8.8928417809481	8.803526832714821	8.873589342278983	8.753572703762453	7.944689199804997	7.992142456633566	8.768803847205605	8.59882415580999
ENSG00000143554	9.070882973324549	8.86711583652902	10.033009562554394	9.727494085486342	7.7999364619175555	8.577110577339695	10.06714564158784	10.375011934920515
ENSG00000143569	12.867478466814259	12.651222920947534	12.860062906338905	12.71373405215067	12.384699343820216	12.258023811954395	12.610116970655879	12.651016597618668
ENSG00000143570	11.970427412820696	11.842267447055885	11.750673655182293	11.81456497289433	10.904740255251175	11.25915026891792	11.751016666755563	11.60664045897571
ENSG00000143575	10.411221159030841	10.226606872166457	10.04749004412724	10.1295089538425	9.680612713876085	9.675001660109407	9.90643257034553	9.715470623767768
ENSG00000143578	7.302427782495314	7.614884919782552	7.39046719612829	7.542809171024692	6.261063904290222	6.547375890533858	7.368665763888044	6.968802128711288
ENSG00000143590	5.679891297766836	6.101896626941169	5.730796950415845	6.091700800760181	4.444255138126982	5.214976250712205	5.912562431911712	5.616195385261323
ENSG00000143595	3.8582143983877666	3.983898420842019	4.327263165061498	4.864242664682152	3.492211908856936	3.3026217371796864	4.488180230940623	4.216124678324434
ENSG00000143603	5.549716717328351	5.65261810615067	6.392843181571914	6.316354292334176	5.15541434548246	4.885339217156957	6.3284078123208385	6.712768901117633
ENSG00000143612	12.479716767357962	12.430310074663462	12.402100284010563	12.457710542968687	12.642654451967498	12.21171100043384	12.295551785090801	12.185302409357979
ENSG00000143614	11.871311908638857	11.777553057530532	11.556795157086192	11.532305418304812	11.84089765458759	11.627899381308458	11.503420730389243	11.52930022577569
ENSG00000143621	12.656151626219197	12.479918967592138	12.18761291351056	12.228048961476784	12.527017145396405	12.232062473224403	12.052081529970225	11.79232866232029
ENSG00000143622	9.020472296252908	9.057561403624298	9.364774655469693	9.170428832847593	10.925084835138412	10.399091595558858	9.500629770377511	9.578709966676742
ENSG00000143624	11.311126344465045	11.41086950495244	11.552994247987021	11.583352189942914	10.324477198326091	10.74585512560792	11.415598069753083	11.487942224135058
ENSG00000143630	7.476435771327439	7.531676022514648	7.442551951416082	7.569849126979811	5.9782268666444	6.778429825564755	7.534043978108539	7.598716871698286
ENSG00000143631	2.61034376157401	3.2882573111128117	3.264054679724886	2.88790240015834	1.9219144989347916	3.0628130186283755	2.6227782436991225	3.207373671340205
ENSG00000143632	2.61034376157401	1.9219144989347916	2.8874266771220665	3.094670463616217	1.9219144989347916	3.0628130186283755	3.2860753439494483	3.549227241847885
ENSG00000143633	8.371237606237978	8.22180193121105	8.298775377539652	8.106118761556967	9.150184200409635	8.28551328322737	7.822704304037199	7.925496187457454
ENSG00000143641	13.277941646684665	13.246324375646719	13.579310204521677	13.578289733433033	12.095053153418155	12.623036600389161	13.365500401100931	13.429457296783408
ENSG00000143643	9.94065693100478	9.996526979774028	10.034221836261043	10.118109299162155	11.496172076951666	10.937967981842531	10.078142027657856	10.031119170032591
ENSG00000143653	12.086400364961712	11.907299978742914	12.208972152335836	12.17237281674803	12.753073029495665	11.775911104320796	12.258974257464153	12.20343287484399
ENSG00000143669	9.319469878428771	9.461261803177436	9.513003437732932	9.77472437917266	10.356152584870014	10.281062776804747	9.870338203596338	10.415167243529751
ENSG00000143674	9.811081467160678	9.735106589005587	9.38201695222046	9.491674567176954	10.931498404452723	11.071958102014845	9.607380475651892	9.087642785950642
ENSG00000143702	12.80467944070764	12.692097057195287	12.69262667314252	12.794906109321087	13.856225567691908	13.68762792888031	13.199750504325758	12.75525148223678
ENSG00000143727	11.280854729754317	11.052762993021805	11.288740833910623	11.27437935037921	11.695591244598857	11.491366327284705	11.301376527264644	11.27190695983726
ENSG00000143740	9.981385482323804	9.93985297407131	10.04749004412724	10.011243892012946	8.643322483957341	9.091181522125177	9.985136456122534	9.90465505903676
ENSG00000143742	12.640938421467446	12.433893654877835	12.596194253944454	12.933375943269446	14.31419675798796	14.621236632307083	13.516402170788892	12.689648307434878
ENSG00000143748	9.811081467160678	9.82664214634195	9.834387197958073	9.783410464334917	10.605705035952777	9.997349211894651	9.730199903638612	9.641957837708796
ENSG00000143751	10.661216870041184	10.450689439053034	10.65800741691753	10.861664512652876	11.463667935447845	11.709727241354212	11.279312501021842	10.745430714404016
ENSG00000143753	11.64443205901902	11.448204082496478	11.516160329225018	11.636654497508381	12.69205611573373	11.994185533269487	11.703282077184046	11.548511743612824
ENSG00000143756	11.316607893660688	11.28106827815813	11.636381882085988	11.833159884421274	13.014031666280376	12.88130323211103	12.04119627063892	11.678160116299221
ENSG00000143761	13.214493966490027	13.152003216754288	13.195002777850307	13.164831751856703	12.036331508826933	12.654931145682827	13.07172956488986	13.01432988952048
ENSG00000143771	10.009964807632924	9.89340949653332	9.824611564739516	10.012475843874771	10.872723234555886	10.120522069262226	9.994195561623846	9.945966291721504
ENSG00000143772	12.40309079366103	12.414919323328137	12.762315726564664	12.877511530720394	11.838462000010388	12.330772893252334	12.698281491946387	12.432545104727412
ENSG00000143774	10.76910543933835	10.71384007890686	11.280080842949705	11.265106780638943	9.143885350490319	10.18070559383696	11.375056514002889	11.423593463684819
ENSG00000143776	11.84120199115675	11.797719070347611	11.862385026860023	11.985839527676891	12.791859408136487	12.338788721827937	11.739903631070217	11.526684341844884
ENSG00000143786	9.160071093266039	9.398087749275486	9.467062829781147	9.502236702933187	8.652226227473594	8.591185168794954	9.498812238776605	9.35397149215158
ENSG00000143793	8.506466720841322	8.36885107524217	8.381124496272905	8.039988109787465	7.115379740203941	7.659513633632243	8.077789854883425	8.238527202129573
ENSG00000143797	11.490252538492204	11.442522812786917	11.101931219542328	11.247950716689061	12.602739179585523	12.242874623364589	11.30033347587197	11.218445674583801
ENSG00000143799	13.347992683136592	13.168588126914381	12.977515978014406	12.974728717934648	12.779977235289646	12.731580302267142	13.00799030385332	13.128800223845074
ENSG00000143801	10.283706559273396	10.279615093548287	10.512506502314999	10.531265647449843	10.86604236142862	11.089414672347623	10.434400453715666	10.53559199962206
ENSG00000143811	10.410289242395145	10.411482279342287	10.50378181239256	10.575280130434194	9.416312618151702	10.211400649954173	10.512138329130977	10.42868144560805
ENSG00000143815	12.756543763339979	12.533011292096583	12.049062998087038	12.199938873584244	13.632269626689347	13.845172904884267	12.640313898188571	11.919417031220233
ENSG00000143816	6.5210073226180185	6.082484739188604	7.3675557595054455	7.022521342269691	4.6769866995967835	5.7744446080637735	7.068671299168316	7.393403866082297
ENSG00000143819	9.130950132323761	9.00713189847508	9.385820747215845	9.446813828705777	7.665646710267918	7.999197808516501	9.48969007302423	9.400436385328424
ENSG00000143842	9.258636108300063	9.187787500508472	8.93718519916583	8.753572703762453	8.128213104574279	8.504600781537388	9.017567874573304	9.143349154763577
ENSG00000143845	6.493063349128336	6.70660950604551	7.263834883438816	7.171233241710341	5.2051954199791775	5.900883249685117	7.490789571061958	7.87372652134951
ENSG00000143847	4.619463066917379	4.365193919385863	4.511078028553306	4.1151533826700755	3.492211908856936	4.061963091744883	3.7904428332938234	4.126419071767136
ENSG00000143850	2.61034376157401	2.6239585961779044	3.094102428390186	3.2646949345634355	2.7355721155082593	2.7388786571413646	3.2860753439494483	4.717471271713692
ENSG00000143851	3.2630581307408306	2.905424097567999	2.8874266771220665	3.094670463616217	3.2972847990202836	3.9430179650889903	1.9219144989347916	3.549227241847885
ENSG00000143862	9.63878550418403	9.501891437239326	9.964715191288864	9.86342007839825	8.629862962263584	9.143055621504804	9.950981339812293	10.094668275268836
ENSG00000143867	5.344810667111947	5.224738918912184	5.346714840720007	5.215966455386476	4.054403292691687	4.612492616523784	5.220700490789697	5.3750742979209685
ENSG00000143869	3.2630581307408306	1.9219144989347916	2.8874266771220665	2.6112269923567433	3.058304564007137	3.811839559062721	2.9038003422545713	3.3914637096138516
ENSG00000143870	13.968858520305957	14.00723255718667	13.727741982721652	13.826628868572588	14.371672931162262	13.873398829739411	13.40654989923156	13.28509059365787
ENSG00000143878	13.039163816643581	12.986175053274035	13.551641007024022	13.539291594348114	13.128111545097966	12.998576850766327	13.373953007550584	13.156983515151914
ENSG00000143882	2.8866862607683226	3.1155831807986503	3.264054679724886	2.88790240015834	1.9219144989347916	3.3026217371796864	3.683099505731386	3.3914637096138516
ENSG00000143889	10.653361594510635	10.758728095410342	10.598608524797264	10.837539519325068	12.298010858713312	11.951639172085665	11.051554280719605	10.676303519482333
ENSG00000143891	6.907038450359127	6.780617464381404	6.844258372416389	6.878474006184284	5.828545745346852	6.071784603764939	6.834877414370187	6.956403699805976
ENSG00000143919	7.057602012151439	7.013247594403553	7.115853627062786	7.162375226194184	7.527266478313803	7.3082094126912605	7.0389388197705465	7.098573226132005
ENSG00000143921	2.8866862607683226	3.1155831807986503	2.8874266771220665	3.410984076010733	3.058304564007137	3.3026217371796864	2.9038003422545713	2.680113950725503
ENSG00000143924	11.666064384000768	11.611959094993685	11.391638435110858	11.429993736783127	12.707887596867764	12.323063678121521	11.264413425007668	11.008005689225147
ENSG00000143933	13.577119936133524	13.390626573075647	13.267406336504775	13.344929880067589	15.112906681502936	14.550297384383699	13.251262127047347	13.069828006311843
ENSG00000143942	8.636487370453755	8.295099353943725	8.067268964193628	8.750622530007107	10.594201227546678	11.215147779299521	9.62081239999313	8.104592301989962
ENSG00000143947	13.134789637408248	12.911371601802289	13.152794402398015	12.97235666793029	14.035974335597874	13.114560454871743	12.745795989553352	12.874847034446171
ENSG00000143951	10.016103490398871	10.19766863548628	9.615369709457328	9.840018427604528	11.843815022545728	11.328697639695788	9.339366455066445	9.845428769008551
ENSG00000143952	10.49623806700817	10.422106298623012	10.250964022489345	10.459008908121882	12.291614850935874	11.642614732223368	10.363263877603401	9.911088141538796
ENSG00000143970	12.115852327656603	12.095242433773695	12.013241160408958	12.174575577786682	13.309114932887367	12.962491278367521	12.10172110310907	11.933309931172195
ENSG00000143971	10.257000484598999	10.212210311138367	9.797738863134073	10.115818518864355	12.180230760042948	12.331122335210116	10.497650481583614	9.749971503111531
ENSG00000143977	10.682214920956229	10.424029560959672	10.092408923737494	10.039315984408121	11.947808769798746	11.072794174479789	9.802706816225804	9.704401932413921
ENSG00000143994	3.8582143983877666	4.225567971255837	3.7619105065567755	3.5402858155090633	1.9219144989347916	3.3026217371796864	3.889232562569769	4.216124678324434
ENSG00000143995	9.732732229719678	9.779348360847798	10.033009562554394	9.835849028822576	10.24431521159746	9.801441500274807	9.867523945957581	9.802820400016735
ENSG00000144021	11.36502656612503	11.25915026891792	11.515726448207559	11.592442443046423	11.06166042143776	10.999939631894236	11.631279998728933	11.601180527130847
ENSG00000144026	8.523805792835544	8.617707138546502	8.522603250526874	8.551429596484354	9.102258447859969	8.664014662450397	8.558045096751384	8.710000040445143
ENSG00000144028	14.087432537518925	14.012035333674635	13.961308724066974	13.950301199409298	13.286956336689023	13.512133066142018	13.840836409868455	13.776978191267578
ENSG00000144029	10.734527944250987	10.709904228283696	10.475502856632305	10.501743430723925	10.820365529200341	11.284632993043324	10.441041017368295	10.33729400641518
ENSG00000144031	3.5383694466493383	1.9219144989347916	3.4102845566262454	3.094670463616217	1.9219144989347916	2.7388786571413646	3.2860753439494483	3.207373671340205
ENSG00000144034	8.97329317257538	8.705722762611057	8.625930436163593	8.909835632815883	10.761928874959185	10.997299849343838	9.817364385985881	8.499859180933404
ENSG00000144036	10.262174808323438	10.29860852429694	10.617333626004909	10.696735965558533	11.026143276834686	10.634744885299849	10.615555576408617	10.574612249356406
ENSG00000144040	10.009964807632924	9.983544264481612	10.265488844292232	10.324625986530265	8.363271461871063	9.091181522125177	10.345170719281237	10.379658087759355
ENSG00000144043	11.720084005520576	11.609003418971698	11.678468939972385	11.658459351619616	10.593045785390089	10.550820439608477	11.657176696716164	11.580141349374905
ENSG00000144045	3.4091957371070576	3.1155831807986503	1.9219144989347916	2.6112269923567433	3.2972847990202836	3.3026217371796864	2.6227782436991225	2.9825080922123615
ENSG00000144048	8.995833624235638	8.826975719754754	8.8977675370266	8.909835632815883	10.00293313559342	9.543661357588489	9.050200925766877	8.76430925409289
ENSG00000144057	4.450913751280794	3.8921684169776043	4.18909381090036	3.6566503194292928	4.054403292691687	4.17093638246418	3.5653018898352866	3.549227241847885
ENSG00000144061	6.690497748676352	6.839510401814218	6.69263089031412	6.643935161497497	7.202871929625845	7.01974235344907	6.512947681335271	6.826167760322266
ENSG00000144115	8.617231293895971	9.030043584485446	9.231611266775388	9.560670646062919	7.674416398987531	7.970766892822019	9.304415764633424	9.351608493441493
ENSG00000144118	8.882126321142863	8.944193001493066	9.193054276927763	9.21391689491587	9.946147789176552	9.3083611958618	9.17836598002446	9.407278817512909
ENSG00000144120	9.493235176567982	9.374411716598942	9.269164483785266	9.187981688361045	8.02229795108165	8.69040481632106	9.122804455437219	9.096137118411086
ENSG00000144134	6.702744422791967	6.9926427033112475	7.359836951193094	7.399433376143825	5.6963862464128034	6.604084253275655	7.252598447867314	7.590721339463317
ENSG00000144136	11.745430349428698	11.67428606200731	11.438629958763936	11.624620556292758	11.479386356353231	11.066931466580133	11.316932474539344	10.967686549613232
ENSG00000144152	8.143414021076174	7.928520144456765	7.178638224109513	7.248596103523956	5.796634051277755	6.0983866841478545	7.30349039504165	7.516692933269305
ENSG00000144161	8.416499799560654	8.412132683700726	8.198518199629317	8.324226901863279	9.909487316853255	9.705510886710243	8.418872437161227	8.482684155541767
ENSG00000144182	6.938436894660128	6.719211508806731	6.550535523960346	6.656615846817708	7.900527939532216	7.529078007069092	6.569546980600247	6.6214409595927775
ENSG00000144191	1.9219144989347916	2.905424097567999	4.114208467880133	3.410984076010733	2.7355721155082593	3.498181199534863	3.434336028203941	3.688171444508304
ENSG00000144199	6.969165270188739	6.8044645622440925	7.01130674264317	7.206130528643782	5.253281660250616	5.741006832843391	7.1073833527897055	7.499712816287295
ENSG00000144214	4.721335729090694	5.294343830002261	4.511078028553306	4.724159124088068	4.876065340330672	4.685907266937603	4.426454018248503	4.52469471387927
ENSG00000144218	8.87673859335477	9.196815268870417	8.501720267436166	8.717766033377176	8.976751065289617	9.107593455137106	8.515529053498677	8.047329856663385
ENSG00000144224	12.394869768258662	12.354183753864385	12.638456428147663	12.813577794865617	13.40276163917346	13.280802717267758	12.999178512153433	12.571519664535439
ENSG00000144227	4.258429644570352	3.793266502346861	3.094102428390186	3.410984076010733	5.388453572537517	5.0040240623874785	3.5653018898352866	2.9825080922123615
ENSG00000144228	10.085466393274029	9.82809538221222	9.89302645169684	10.13517517891009	11.797417629402075	11.955724114609565	10.78619875572588	10.30590505519575
ENSG00000144231	11.41326897668699	11.320836531578786	11.20240732365296	11.362519136218076	11.164027103924516	10.897956746271063	11.118181060004268	10.922232796323387
ENSG00000144233	10.23611558422636	10.212210311138367	10.51598165799283	10.564401759014082	10.784374032024004	10.468079889349754	10.427729182433692	10.408362371371016
ENSG00000144278	9.617948003358244	9.4854082907601	9.091896792909546	9.067504974976702	11.097139406105912	10.56515128100034	9.231866648288104	8.96005164121256
ENSG00000144283	11.101954158892841	11.074353547892215	10.80586930169229	10.845856471988697	11.106886761642027	10.91763577587096	10.868027772604261	11.348558416415909
ENSG00000144290	3.2630581307408306	2.6239585961779044	3.6558575747463546	3.7627410016284024	3.492211908856936	3.498181199534863	3.9808625062685934	4.030129659118656
ENSG00000144306	9.500259249908853	9.384323995042099	9.526849642749847	9.767445809521908	10.994988186143843	11.2196844094618	10.291589654579136	9.696975340912887
