gene	SRR14575423	SRR14575422	SRR14575421	SRR14575420	SRR14575419	SRR14575418
ALU	5.208093943528638	5.464865930158022	5.6710703401896305	5.438651473502117	5.434704671633633	5.441421311552823
AluJb	5.624898659454183	5.570748281014923	5.935538372428037	5.533806429769872	5.5997946490116695	5.821463092348101
AluJo	5.44929303073576	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638
AluJr	5.548806040754247	5.208093943528638	5.6094702182271785	5.438651473502117	5.528242170225693	5.208093943528638
AluJr4	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638
AluSc	5.84188142874645	5.832988359866384	5.935538372428037	5.9303895913988205	5.844531730970807	5.973778773156435
AluSc5	5.744956852481483	5.719632163714149	5.860091858473529	5.814272274697133	5.804020469906093	5.776565281586187
AluSc8	5.548806040754247	5.464865930158022	5.7251692351686225	5.208093943528638	5.5997946490116695	5.208093943528638
AluSg	5.548806040754247	5.208093943528638	5.935538372428037	5.6065883815311945	5.804020469906093	5.863122115259837
AluSg1	5.208093943528638	5.208093943528638	5.440325923690948	5.208093943528638	5.208093943528638	5.208093943528638
AluSg4	5.744956852481483	5.832988359866384	6.176170197588852	5.721472102990251	5.434704671633633	5.6113553088884505
AluSg7	5.84188142874645	5.832988359866384	6.176170197588852	5.667753152333273	6.073617475926228	5.973778773156435
AluSp	5.208093943528638	5.719632163714149	6.094488137902293	5.814272274697133	5.528242170225693	5.537711031135066
AluSq	6.09747920624543	5.970523647255997	6.149835802979751	6.029140787307695	5.952175030100977	5.902127408595372
AluSq10	5.688826958893916	5.464865930158022	5.536166913915953	5.438651473502117	5.434704671633633	5.537711031135066
AluSq2	5.925131260846131	5.719632163714149	5.7251692351686225	5.438651473502117	5.5997946490116695	5.673240125897498
AluSq4	5.44929303073576	5.570748281014923	5.6710703401896305	5.208093943528638	5.659932526236976	5.441421311552823
AluSx	5.744956852481483	5.208093943528638	5.7251692351686225	5.208093943528638	5.659932526236976	5.441421311552823
AluSx1	5.744956852481483	5.464865930158022	5.818619719708274	5.208093943528638	5.71275507553196	5.441421311552823
AluSx3	5.548806040754247	5.65167399128336	5.6094702182271785	5.667753152333273	5.760367115758805	5.776565281586187
AluSx4	5.744956852481483	5.570748281014923	5.935538372428037	5.667753152333273	5.91824558377578	5.727587455452265
AluSz	5.44929303073576	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638	5.208093943528638
AluSz6	5.44929303073576	5.570748281014923	5.6094702182271785	5.533806429769872	5.208093943528638	5.441421311552823
AluY	5.208093943528638	5.570748281014923	5.6094702182271785	5.208093943528638	5.208093943528638	5.208093943528638
