gene	SRR13943161	SRR13943160	SRR13943159	SRR13943158	SRR13943157	SRR13943156
L1MA3	5.018675326499745	5.078211687026857	4.62022419578804	5.110972925887524	4.650839028025969	4.679564230989012
L1MA4	3.868775657209485	4.396763699579236	4.403097828473785	4.253845379092272	4.569949114019689	4.3855708145448675
L1MA4A	4.261092595337727	4.243155253336441	3.868775657209485	3.868775657209485	4.221940654450629	3.868775657209485
L1MA5	3.868775657209485	3.868775657209485	3.868775657209485	4.531865539934313	4.221940654450629	4.3855708145448675
L1MA5A	4.544198895635249	4.773492416775608	3.868775657209485	4.411754031264187	3.868775657209485	3.868775657209485
L1MA6	4.544198895635249	3.868775657209485	4.62022419578804	4.411754031264187	4.221940654450629	3.868775657209485
L1MA9	3.868775657209485	4.396763699579236	4.24767172993372	4.411754031264187	4.7234579587380905	4.500059007617003
L1MB3	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	4.3855708145448675
L1MB8	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
L1MC1	3.868775657209485	4.243155253336441	4.403097828473785	3.868775657209485	4.477478809036822	4.2351764477080565
L1MCA_5	3.868775657209485	4.243155253336441	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
L1P_MA2	5.283811526300031	5.177114690986026	5.03812388721683	4.79862409635688	5.381822359085009	4.595829997726785
L1PA10	5.133106700488499	4.773492416775608	4.85481923793101	5.056282388899623	4.569949114019689	5.196098203096778
L1PA11	4.261092595337727	4.6968507618042254	5.03812388721683	4.936610295189631	4.7234579587380905	4.3855708145448675
L1PA12	4.261092595337727	4.611411209481542	3.868775657209485	4.632262636350705	3.868775657209485	4.500059007617003
L1PA12_5	4.261092595337727	4.773492416775608	4.62022419578804	3.868775657209485	3.868775657209485	3.868775657209485
L1PA13	4.888584562147943	5.128868710849135	4.784117037488685	5.1628393117197575	5.106959510296139	4.823283737710024
L1PA13_5	4.261092595337727	4.396763699579236	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
L1PA14	3.868775657209485	4.243155253336441	4.784117037488685	4.71997582592965	4.7234579587380905	4.500059007617003
L1PA15	3.868775657209485	4.611411209481542	3.868775657209485	4.253845379092272	4.477478809036822	3.868775657209485
L1PA16	4.888584562147943	4.513658813383647	4.403097828473785	4.531865539934313	4.908285009251411	4.754699208151741
L1PA16_5	4.888584562147943	4.6968507618042254	4.24767172993372	4.253845379092272	4.221940654450629	3.868775657209485
L1PA2	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
L1PA4	4.815630139074567	4.513658813383647	4.24767172993372	4.531865539934313	3.868775657209485	3.868775657209485
L1PA5	3.868775657209485	4.396763699579236	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
L1PA6	3.868775657209485	4.908037862319279	4.403097828473785	4.531865539934313	4.569949114019689	4.3855708145448675
L1PA7	5.9454332693249885	5.7247183450112855	5.367228806497814	5.389752616421999	5.272518227710128	5.469041914210141
L1PA7_5	5.329676759606918	5.267396727124508	4.980985839361607	5.6128350907337214	5.106959510296139	5.001252806390335
L1PA8	5.018675326499745	4.968266468986749	4.784117037488685	4.870365222425467	5.061015422161739	4.945752906096129
L1PB1	5.018675326499745	5.500794495929329	5.744532083091006	5.678779422168269	5.061015422161739	5.150804836030149
L1PB2	4.261092595337727	4.6968507618042254	4.706625911209278	4.531865539934313	4.7234579587380905	4.595829997726785
L1PB2c	8.187511641235297	8.00515114609637	8.248759246364617	7.738278784400321	7.7405285891853906	7.647983543621607
L1PB3	4.261092595337727	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	4.2351764477080565
L1PB4	3.868775657209485	4.396763699579236	3.868775657209485	4.253845379092272	3.868775657209485	4.3855708145448675
L1PBA_5	4.4219124760750494	5.078211687026857	4.403097828473785	4.9983430606096055	5.1508904250144685	5.150804836030149
L1PBA1_5	3.868775657209485	3.868775657209485	4.24767172993372	4.253845379092272	4.3669949690551615	4.2351764477080565
L1PREC1	6.674248106166733	6.603833308487052	6.326826526967596	6.198172764389136	6.4509729176905495	6.43349639652736
L1PREC2	6.145020157231064	6.603833308487052	6.188033586964396	5.912246839570245	5.481445726841735	5.660402566245201
LOR1b_LTR	3.868775657209485	4.396763699579236	4.403097828473785	3.868775657209485	3.868775657209485	4.2351764477080565
LOR1I	4.888584562147943	4.243155253336441	3.868775657209485	3.868775657209485	4.221940654450629	3.868775657209485
LTR10C	4.646382292079893	4.611411209481542	4.85481923793101	4.531865539934313	3.868775657209485	4.595829997726785
LTR10D	4.261092595337727	3.868775657209485	4.62022419578804	4.253845379092272	3.868775657209485	4.2351764477080565
LTR10E	4.735629470923116	4.6968507618042254	4.85481923793101	4.411754031264187	4.650839028025969	4.3855708145448675
LTR10F	4.261092595337727	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR10G	4.261092595337727	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR12	4.735629470923116	4.611411209481542	4.403097828473785	4.79862409635688	4.7234579587380905	4.945752906096129
